Price,NumberOfRooms,District,YearOfConstruction,Floor,Area,Link
68300000,"
                    2",Бостандыкский,2023,3,92,/a/show/695585797
14500000,"
                    1",Турксибский,1967,1,26,/a/show/688467839
от139806000,"
                    2",Наурызбайский,2025,103.56,2,/a/show/697335397
27200000,"
                    2",Алатауский,2024,8,43,/a/show/697223842
53500000,"
                    3",Бостандыкский,2022,12,67.92,/a/show/689110312
81900000,"
                    4",Бостандыкский,1979,5,116,/a/show/696750979
29500000,"
                    2",Турксибский,2023,1,67.7,/a/show/691779088
30500000,"
                    2",Наурызбайский,"68.6 м², Площадь кухни — 13 м²",не,раздельный,/a/show/699175203
21500000,"
                    1",Алатауский,2016,4,46.5,/a/show/698478559
30000000,"
                    3",Медеуский,1970,1,57,/a/show/699204432
17900000,"
                    1",Наурызбайский,2020,1,28.2,/a/show/697616931
от48791000,"
                    3",Турксибский,2025,100.6,2,/a/show/694704259
80000000,"
                    3",Медеуский,1985,4,68,/a/show/697965926
100000000,"
                    3",Бостандыкский,2023,16,110.5,/a/show/683059165
33000000,"
                    1",Турксибский,2022,3,45.8,/a/show/698830512
25500000,"
                    1",Жетысуский,1990,5,37,/a/show/698310162
29999000,"
                    2",Алатауский,2022,12,58.7,/a/show/697346337
26980000,"
                    2",Бостандыкский,1963,2,41,/a/show/699202682
от34163000,"
                    2",Жетысуский,2025,53.8,совмещенный,/a/show/684283315
25000000,"
                    1",Турксибский,2017,4,40,/a/show/697789730
47900000,"
                    2",Бостандыкский,2023,11,57.4,/a/show/690508673
23000000,"
                    1",Турксибский,2016,3,41,/a/show/698625286
40499000,"
                    3",Алмалинский,2007,20,91,/a/show/699060751
29500000,"
                    1",Алмалинский,1987,5,45,/a/show/696490942
75000000,"
                    3",Алматы,1978,5,98.9,/a/show/694859938
25000000,"
                    1",Турксибский,2008,1,40,/a/show/699103372
15000000,"
                    1",Наурызбайский,2022,10,31,/a/show/699070565
30000000,"
                    3",Ауэзовский,1968,3,58,/a/show/699203354
35500000,"
                    3",Бостандыкский,1972,2,55.8,/a/show/692451391
81000000,"
                    2",Бостандыкский,2016,10,100,/a/show/684675441
53000000,"
                    3",Медеуский,2021,2,63,/a/show/687698415
43500000,"
                    3",Медеуский,2021,1,58,/a/show/688813142
108000000,"
                    3",Алмалинский,2022,9,96,/a/show/690542105
29000000,"
                    1",Ауэзовский,1993,3,42.6,/a/show/698671285
38900000,"
                    3",Алатауский,2019,1,71,/a/show/698614538
20000000,"
                    1",Ауэзовский,1973,3,31,/a/show/699112369
99500000,"
                    4",Бостандыкский,2021,6,130,/a/show/691485153
от13490000,"
                    1",Алматинская,2024,38,совмещенный,/a/show/683704912
18700000,"
                    1",Наурызбайский,2024,8,28,/a/show/699162798
34900000,"
                    3",Наурызбайский,2022,8,80,/a/show/699204115
24500000,"
                    1",Ауэзовский,2024,12,46.18,/a/show/694020949
22000000,"
                    1",Ауэзовский,2000,2,28.1,/a/show/693835921
34600000,"
                    1",Бостандыкский,1993,9,40,/a/show/697931654
34600000,"
                    1",Бостандыкский,1993,9,40,/a/show/697931654
27000000,"
                    1",Наурызбайский,2013,15,64,/a/show/695411984
44000000,"
                    2",Ауэзовский,2018,9,53,/a/show/699008714
17000000,"
                    1",Алатауский,2022,1,29,/a/show/693749844
65000000,"
                    2",Медеуский,2008,13,75,/a/show/690973396
132000000,"
                    3",Бостандыкский,2005,13,132,/a/show/699197895
18500000,"
                    1",Наурызбайский,29.2 м²,свежий,металлическая,/a/show/692174156
35500000,"
                    1",Ауэзовский,2017,2,41,/a/show/690704960
119000000,"
                    3",Бостандыкский,2019,8,123,/a/show/693443049
48000000,"
                    3",Медеуский,88 м²,нет,Не,/a/show/699203191
28000000,"
                    1",Бостандыкский,2024,12,42,/a/show/698922959
57000000,"
                    3",Медеуский,1975,4,60,/a/show/698983736
35500000,"
                    2",Алатауский,2016,10,66.1,/a/show/681237932
53300000,"
                    2",Бостандыкский,2023,12,73.5,/a/show/697502665
87000000,"
                    3",Медеуский,2023,2,92,/a/show/699054166
29500000,"
                    2",Алатауский,2013,5,65,/a/show/694228343
48000000,"
                    3",Бостандыкский,1984,1,68,/a/show/699042755
33000000,"
                    2",Алатауский,2014,7,68,/a/show/677208250
63000000,"
                    3",Ауэзовский,2008,9,100,/a/show/698656115
49000000,"
                    3",Наурызбайский,2013,10,90,/a/show/696966265
105000000,"
                    3",Бостандыкский,2018,9,120,/a/show/698207207
110000000,"
                    3",Бостандыкский,2017,12,131,/a/show/698218427
67000000,"
                    2",Ауэзовский,2016,7,86,/a/show/697147452
30500000,"
                    2",Турксибский,"59 м², Площадь кухни — 12 м²",свежий,совмещенный,/a/show/694297607
55000000,"
                    2",Бостандыкский,2021,3,56,/a/show/693910898
31500000,"
                    2",Алатауский,2022,5,70,/a/show/691684827
86000000,"
                    3",Бостандыкский,2019,1,65,/a/show/672929276
31000000,"
                    2",Бостандыкский,1975,5,43,/a/show/699094206
108000000,"
                    4",Бостандыкский,2021,6,138.1,/a/show/679893973
24500000,"
                    1",Алатауский,2024,1,29,/a/show/699018017
от57120000,"
                    3",Наурызбайский,2020,81.6,раздельный,/a/show/691234304
78500000,"
                    3",Медеуский,2021,7,78,/a/show/680550662
42000000,"
                    3",Алмалинский,1978,3,58.9,/a/show/698938015
35900000,"
                    2",Алмалинский,2021,1,41.3,/a/show/693555826
15500000,"
                    1",Жетысуский,2011,2,36,/a/show/693148912
28500000,"
                    2",Алатауский,2015,2,63,/a/show/675798377
26000000,"
                    2",Бостандыкский,1973,5,43,/a/show/697068189
120200200,"
                    4",Алматы,2018,13,148,/a/show/677932241
58000000,"
                    3",Турксибский,2021,6,90,/a/show/694559628
110000000,"
                    3",Бостандыкский,2018,8,97,/a/show/693941229
35000000,"
                    2",Бостандыкский,2022,50,черновая,/a/show/688544136
24500000,"
                    1",Ауэзовский,1986,6,38,/a/show/689385470
46400000,"
                    2",Ауэзовский,2010,10,67,/a/show/689303030
25000000,"
                    2",Ауэзовский,1983,5,43.5,/a/show/697429526
25500000,"
                    1",Ауэзовский,2024,6,46,/a/show/698395258
37500000,"
                    2",Наурызбайский,2022,2,65,/a/show/698030231
98000000,"
                    4",Бостандыкский,2020,3,110,/a/show/698781626
41000000,"
                    3",Алмалинский,1977,5,63,/a/show/697849229
49000000,"
                    3",Наурызбайский,2013,10,71,/a/show/693891913
32700000,"
                    1",Турксибский,2022,2,51,/a/show/693821416
54000000,"
                    3",Алмалинский,1973,2,62.1,/a/show/699202766
110000000,"
                    4",Наурызбайский,2024,2,102,/a/show/696557838
30999999,"
                    2",Ауэзовский,1992,9,54,/a/show/698974707
39500000,"
                    2",Бостандыкский,1990,1,52,/a/show/699200145
82000000,"
                    3",Алмалинский,2020,3,84.3,/a/show/698887479
39000000,"
                    3",Алмалинский,1985,6,80,/a/show/698829783
90000000,"
                    3",Бостандыкский,2006,6,121,/a/show/695862208
30000000,"
                    1",Бостандыкский,1977,2,40,/a/show/697446613
31500000,"
                    1",Ауэзовский,2021,11,36,/a/show/696238605
30000000,"
                    2",Алмалинский,1980,5,53,/a/show/695100612
57200000,"
                    2",Алматы,2020,8,56.8,/a/show/699202726
39000000,"
                    3",Алмалинский,1968,2,64.8,/a/show/699202728
41000000,"
                    3",Ауэзовский,2005,8,105,/a/show/697004968
25000000,"
                    2",Алмалинский,1964,1,39,/a/show/695940635
26000000,"
                    2",Ауэзовский,1967,2,43,/a/show/697451856
55000000,"
                    2",Алмалинский,2022,4,52,/a/show/681862543
34000000,"
                    3",Ауэзовский,1983,2,63,/a/show/697716767
24000000,"
                    1",Бостандыкский,1960,4,31,/a/show/699202456
19000000,"
                    1",Наурызбайский,2021,10,31,/a/show/696356506
45000000,"
                    3",Алатауский,2018,9,88,/a/show/668244522
26000000,"
                    1",Ауэзовский,2025,8,44.8,/a/show/698774854
35000000,"
                    3",Алатауский,2017,4,83,/a/show/696577392
65500000,"
                    2",Алматы,2014,17,75,/a/show/698567107
25500000,"
                    2",Алмалинский,1950,4,40,/a/show/697166188
78000000,"
                    2",Бостандыкский,2008,7,86.6,/a/show/698795346
53000000,"
                    2",Бостандыкский,2009,6,68,/a/show/699202348
30000000,"
                    3",Ауэзовский,1967,3,60,/a/show/698940631
35700000,"
                    2",Ауэзовский,2022,1,55.9,/a/show/689528886
29999990,"
                    2",Медеуский,1969,1,44,/a/show/695706573
33500000,"
                    2",Турксибский,2023,4,60,/a/show/695680078
37500000,"
                    2",Ауэзовский,1986,7,60,/a/show/689472565
26500000,"
                    1",Алмалинский,1981,3,33,/a/show/690550070
35500000,"
                    2",Турксибский,2020,3,56,/a/show/698811130
18900000,"
                    3",Турксибский,2025,3,70.7,/a/show/694756364
88000000,"
                    4",Бостандыкский,2022,1,132.8,/a/show/696789742
29999000,"
                    1",Медеуский,2020,3,43.6,/a/show/698844333
63000000,"
                    3",Ауэзовский,2006,1,89.4,/a/show/696840789
125000000,"
                    5",Алмалинский,1985,3,156,/a/show/699142578
549000000,"
                    6",Бостандыкский,2008,5,376,/a/show/674808476
18500000,"
                    1",Медеуский,27 м²,черновая,нет,/a/show/698810974
24700000,"
                    2",Ауэзовский,1966,1,45,/a/show/695745125
65000000,"
                    3",Медеуский,1978,5,84.2,/a/show/694017245
29775000,"
                    3",Турксибский,2025,3,70.7,/a/show/697521626
39000000,"
                    2",Алмалинский,2016,2,60,/a/show/699067649
67900000,"
                    3",Бостандыкский,2023,11,78,/a/show/695465732
60000000,"
                    2",Бостандыкский,2024,2,62,/a/show/692285719
22000000,"
                    1",Алмалинский,1983,2,30.3,/a/show/698559376
20000000,"
                    1",Наурызбайский,1986,5,32,/a/show/692274122
25500000,"
                    1",Алмалинский,2012,2,30,/a/show/691914777
30000000,"
                    1",Ауэзовский,1989,9,40,/a/show/697028936
15500000,"
                    1",Бостандыкский,1982,3,19.7,/a/show/698857100
20500000,"
                    1",Наурызбайский,2024,5,31,/a/show/699079364
54500000,"
                    2",Алматы,2025,7,90.7,/a/show/698084222
50500000,"
                    2",Ауэзовский,2006,8,70.9,/a/show/698444453
57000000,"
                    3",Ауэзовский,2018,6,90,/a/show/693858166
45000000,"
                    3",Бостандыкский,1960,4,60,/a/show/677841286
32000000,"
                    3",Алматы,2022,4,79.9,/a/show/685229928
33500000,"
                    3",Ауэзовский,1967,3,58.5,/a/show/697056149
42500000,"
                    3",Наурызбайский,2020,5,88.1,/a/show/691339469
34500000,"
                    2",Алатауский,2019,7,59,/a/show/697908889
40000000,"
                    2",Турксибский,2025,4,64.15,/a/show/698720252
19000000,"
                    1",Наурызбайский,2022,6,26,/a/show/698783985
34000000,"
                    2",Бостандыкский,2023,4,50.2,/a/show/697677338
96000000,"
                    3",Бостандыкский,2021,6,105,/a/show/698835259
21000000,"
                    1",Алатауский,2014,1,36,/a/show/695725888
26999999,"
                    2",Бостандыкский,1963,3,41,/a/show/699110129
32851000,"
                    3",Алатауский,2025,5,72.2,/a/show/697296446
30700000,"
                    2",Наурызбайский,2019,3,52,/a/show/699201621
91500000,"
                    3",Ауэзовский,2021,8,124,/a/show/698696517
65700000,"
                    3",Ауэзовский,2021,2,92,/a/show/697409614
31500000,"
                    3",Турксибский,2022,7,81.3,/a/show/697758874
28500000,"
                    2",Турксибский,2022,1,68.3,/a/show/697758772
28700000,"
                    2",Турксибский,2022,7,68.2,/a/show/697759074
29900000,"
                    2",Турксибский,2022,10,69.2,/a/show/697571186
39500000,"
                    2",Бостандыкский,2023,6,50,/a/show/691784294
37000000,"
                    2",Наурызбайский,2022,1,63.1,/a/show/686474686
37500000,"
                    2",Жетысуский,2018,6,64,/a/show/699001188
75000000,"
                    3",Бостандыкский,2016,16,101.4,/a/show/694867911
41000000,"
                    2",Бостандыкский,2014,11,50,/a/show/698806040
22900000,"
                    1",Ауэзовский,1981,5,40.5,/a/show/698656172
23700000,"
                    1",Наурызбайский,2020,3,38.7,/a/show/698901001
73000000,"
                    3",Бостандыкский,2020,3,89,/a/show/693782021
130000000,"
                    4",Медеуский,2010,11,135,/a/show/690929190
155000000,"
                    3",Бостандыкский,2018,14,102.2,/a/show/697888529
25000000,"
                    2",Ауэзовский,"44 м², Площадь кухни — 6 м²",не,совмещенный,/a/show/699201340
22500000,"
                    1",Наурызбайский,2022,4,33.4,/a/show/692226590
32000000,"
                    2",Турксибский,2022,8,54,/a/show/690888368
44999999,"
                    2",Ауэзовский,2010,6,67,/a/show/691483624
50000000,"
                    3",Турксибский,2014,6,100,/a/show/698250539
39500000,"
                    2",Бостандыкский,1985,5,50,/a/show/699190534
35490000,"
                    2",Бостандыкский,2011,10,61,/a/show/699107749
20990000,"
                    1",Ауэзовский,1967,3,33,/a/show/698853770
20999999,"
                    1",Алатауский,2017,11,44.8,/a/show/699103534
92000000,"
                    3",Медеуский,2006,17,149.4,/a/show/688300100
от331730000,"
                    4",Медеуский,2026,189.56,2,/a/show/697299950
27500000,"
                    1",Бостандыкский,2022,11,31.5,/a/show/693131979
24500000,"
                    1",Бостандыкский,2022,8,28.9,/a/show/698938293
33000000,"
                    2",Наурызбайский,2020,14,59.5,/a/show/698362167
37000000,"
                    2",Жетысуский,1985,5,54,/a/show/696173973
32000000,"
                    2",Алмалинский,1973,3,47,/a/show/697778815
230000000,"
                    4",Медеуский,2018,1,122,/a/show/698401989
29500000,"
                    2",Бостандыкский,2025,5,50,/a/show/699053333
128000000,"
                    3",Медеуский,2014,6,118,/a/show/696322650
34000000,"
                    2",Бостандыкский,1980,3,43,/a/show/698236993
20000000,"
                    1",Наурызбайский,2019,6,34.5,/a/show/699200927
56000000,"
                    3",Бостандыкский,1970,4,75,/a/show/695659504
24000000,"
                    1",Алатауский,2018,7,35,/a/show/693446824
37800000,"
                    2",Наурызбайский,2015,11,98,/a/show/697585110
43200000,"
                    2",Ауэзовский,2023,12,43,/a/show/697666850
26000000,"
                    1",Ауэзовский,1986,2,35,/a/show/698622878
28000000,"
                    1",Ауэзовский,1994,4,38,/a/show/696272383
43000000,"
                    2",Бостандыкский,1978,4,56,/a/show/699161398
69000000,"
                    3",Бостандыкский,2017,1,85,/a/show/689980866
41000000,"
                    2",Турксибский,1995,5,55,/a/show/694914915
25500000,"
                    3",Турксибский,1962,2,50,/a/show/694434579
63255777,"
                    3",Ауэзовский,2000,3,90,/a/show/696863150
27500000,"
                    2",Алатауский,2015,2,62.6,/a/show/677715498
115000000,"
                    4",Алмалинский,1986,5,98,/a/show/699025855
24000000,"
                    1",Наурызбайский,2019,5,45,/a/show/698964643
25900000,"
                    2",Ауэзовский,1975,2,38,/a/show/698199755
35500000,"
                    3",Алатауский,2018,1,75,/a/show/698622872
26500000,"
                    2",Алатауский,2024,7,56,/a/show/697664089
34500000,"
                    3",Ауэзовский,1974,4,58.8,/a/show/699156205
61900000,"
                    3",Бостандыкский,2016,9,70,/a/show/696646258
39900000,"
                    2",Турксибский,2022,3,70.1,/a/show/699200896
35000000,"
                    3",Жетысуский,1985,5,65.6,/a/show/697701412
52000000,"
                    3",Ауэзовский,2017,6,83.7,/a/show/695169443
26999900,"
                    2",Бостандыкский,1963,3,41,/a/show/699185240
33500000,"
                    3",Наурызбайский,2025,3,67.28,/a/show/698689807
57500000,"
                    3",Бостандыкский,2023,19,85,/a/show/695589022
157000002,"
                    4",Медеуский,2004,8,185,/a/show/698845501
74000000,"
                    2",Медеуский,68.4 м²,нет,Не,/a/show/693759709
38000000,"
                    2",Алмалинский,2023,5,45,/a/show/698132670
65999999,"
                    2",Бостандыкский,1994,3,70,/a/show/698864353
35000000,"
                    1",Медеуский,1977,1,33.5,/a/show/680577803
120000000,"
                    3",Алмалинский,2020,3,120,/a/show/698778543
86000000,"
                    2",Медеуский,2007,3,70,/a/show/698715689
42000000,"
                    2",Ауэзовский,1984,2,53,/a/show/697481927
25500000,"
                    1",Алатауский,2018,7,51.2,/a/show/689903697
60000000,"
                    3",Ауэзовский,2019,10,91.1,/a/show/696381723
68000000,"
                    3",Алмалинский,2007,16,116,/a/show/698594509
10000000,"
                    1",Медеуский,2023,2,20,/a/show/699200663
83500000,"
                    2",Бостандыкский,2016,1,82,/a/show/694846564
16500000,"
                    1",Наурызбайский,2024,4,31,/a/show/696481582
115000000,"
                    4",Медеуский,2024,1,140,/a/show/698213429
28500000,"
                    2",Алатауский,2019,14,56,/a/show/699094214
52000000,"
                    3",Ауэзовский,1980,3,71,/a/show/699155520
29500000,"
                    2",Жетысуский,2020,11,55,/a/show/697984188
54000000,"
                    3",Медеуский,2024,8,62,/a/show/698423419
71999999,"
                    3",Бостандыкский,2019,14,78,/a/show/699185052
39200000,"
                    3",Наурызбайский,2012,14,130,/a/show/698840706
23000000,"
                    1",Алатауский,2022,1,48,/a/show/698584837
41000000,"
                    2",Бостандыкский,2014,11,50,/a/show/698681785
14700000,"
                    1",Наурызбайский,2024,9,25,/a/show/698732266
80000000,"
                    2",Бостандыкский,2020,7,70,/a/show/699199020
14500000,"
                    1",Наурызбайский,2024,2,26,/a/show/698809309
45990000,"
                    3",Ауэзовский,1990,2,70,/a/show/679826488
от54880000,"
                    2",Наурызбайский,2023,98,совмещенный,/a/show/682695477
от26445500,"
                    2",Алатауский,2023,64.5,совмещенный,/a/show/669582808
47500000,"
                    2",Ауэзовский,2024,9,60,/a/show/698803604
51200000,"
                    3",Бостандыкский,2011,4,80,/a/show/698777310
31500000,"
                    2",Турксибский,2020,8,55,/a/show/690844923
166250000,"
                    4",Медеуский,2007,7,168.1,/a/show/697718561
185000000,"
                    3",Бостандыкский,2014,10,110.3,/a/show/698824445
133000000,"
                    4",Алмалинский,2019,2,113.6,/a/show/695586461
46000000,"
                    2",Бостандыкский,2023,1,62,/a/show/698529431
44500000,"
                    3",Турксибский,1988,5,63.5,/a/show/698834926
130000002,"
                    4",Бостандыкский,2019,11,122,/a/show/697708341
40000000,"
                    3",Бостандыкский,1975,3,59,/a/show/698346038
41000000,"
                    3",Ауэзовский,2006,9,76,/a/show/698258273
119000000,"
                    3",Бостандыкский,2011,6,125.4,/a/show/697097892
58000000,"
                    2",Бостандыкский,2019,2,60,/a/show/699067915
55000000,"
                    3",Алмалинский,2024,12,94,/a/show/698747920
36600000,"
                    2",Бостандыкский,2022,2,53.7,/a/show/697304450
36000000,"
                    2",Алмалинский,1962,1,45,/a/show/697763595
34500000,"
                    3",Турксибский,1988,5,70,/a/show/699184956
75000000,"
                    3",Медеуский,1987,4,78,/a/show/698810223
65000000,"
                    2",Бостандыкский,2015,8,90,/a/show/692607850
37000000,"
                    3",Жетысуский,1994,5,63.9,/a/show/696771399
305000000,"
                    4",Медеуский,2021,2,170,/a/show/697151587
56000000,"
                    3",Медеуский,1964,4,59.2,/a/show/696674297
48000000,"
                    4",Наурызбайский,1991,3,80,/a/show/698490712
42900000,"
                    2",Ауэзовский,2023,12,71.5,/a/show/698591176
21000000,"
                    1",Наурызбайский,2022,5,32,/a/show/698915575
29500000,"
                    2",Медеуский,1967,1,44.7,/a/show/697727847
46800000,"
                    2",Бостандыкский,2023,4,56,/a/show/695374293
115000000,"
                    4",Бостандыкский,2019,3,192,/a/show/693017286
22250000,"
                    1",Бостандыкский,1962,3,29,/a/show/697082712
35500000,"
                    1",Алмалинский,1984,17,42,/a/show/693508848
188000000,"
                    3",Медеуский,2007,7,134.2,/a/show/698923833
90000000,"
                    4",Алмалинский,2020,7,90,/a/show/698529664
88000000,"
                    4",Алмалинский,2011,5,140,/a/show/696674007
45000000,"
                    2",Бостандыкский,1988,2,52,/a/show/698581600
28900000,"
                    2",Медеуский,2024,6,50.53,/a/show/699025520
165000000,"
                    4",Медеуский,2006,14,164.9,/a/show/694047255
48000000,"
                    3",Наурызбайский,2022,8,92,/a/show/698566820
220000000,"
                    3",Медеуский,2018,3,120,/a/show/696654480
38000000,"
                    2",Алмалинский,1983,5,67,/a/show/699190175
21100000,"
                    1",Жетысуский,2008,1,40,/a/show/698932496
93500000,"
                    3",Наурызбайский,2022,2,93,/a/show/694366150
31000000,"
                    3",Наурызбайский,2022,4,60,/a/show/694851081
26500000,"
                    1",Алмалинский,1975,1,31,/a/show/695571790
36500000,"
                    3",Алмалинский,1977,5,60,/a/show/698385012
34000000,"
                    3",Медеуский,2021,3,54,/a/show/697785360
150000000,"
                    4",Бостандыкский,2019,3,194,/a/show/699195235
85000000,"
                    3",Бостандыкский,2020,11,105,/a/show/699199019
49900000,"
                    3",Алмалинский,2016,10,96,/a/show/695573660
71000000,"
                    2",Алмалинский,2020,4,55,/a/show/699199291
15490000,"
                    1",Алмалинский,1984,2,16,/a/show/697380609
27500000,"
                    3",Турксибский,1988,4,65.5,/a/show/698017124
28000000,"
                    1",Ауэзовский,2023,6,35,/a/show/697702046
58000000,"
                    2",Медеуский,1992,1,57,/a/show/696287095
37500000,"
                    2",Ауэзовский,1994,9,57.8,/a/show/697837207
64000000,"
                    2",Ауэзовский,2016,4,72.8,/a/show/697040378
41000000,"
                    3",Алатауский,2018,1,71,/a/show/698883978
18000000,"
                    2",Жетысуский,1960,1,45.5,/a/show/698536708
36000000,"
                    2",Бостандыкский,1970,4,50,/a/show/698529343
48000000,"
                    2",Алмалинский,"42.7 м², Площадь кухни — 6 м²",нет,Не,/a/show/698621679
120000000,"
                    2",Медеуский,2023,2,80,/a/show/697146444
77000000,"
                    3",Бостандыкский,2022,2,85,/a/show/697664326
38500000,"
                    3",Бостандыкский,1971,4,60,/a/show/698863561
34000000,"
                    2",Ауэзовский,1967,3,46,/a/show/698114002
25500000,"
                    2",Наурызбайский,2020,3,43,/a/show/698676114
46000000,"
                    3",Бостандыкский,60 м²,свежий,совмещенный,/a/show/699074818
28500000,"
                    1",Алмалинский,1973,2,32.5,/a/show/699025296
47000000,"
                    3",Ауэзовский,1994,5,77.8,/a/show/693985911
18500000,"
                    1",Наурызбайский,2024,8,28,/a/show/698791317
117658000,"
                    3",Алмалинский,2024,16,132.2,/a/show/696216735
28000000,"
                    2",Бостандыкский,1961,4,46,/a/show/691363540
56000000,"
                    3",Алмалинский,1982,4,69,/a/show/698976470
36000000,"
                    3",Турксибский,1994,4,78,/a/show/673876082
21000000,"
                    2",Турксибский,1962,1,36.5,/a/show/697460069
33000000,"
                    2",Алмалинский,1980,5,45,/a/show/697953408
48000000,"
                    1",Алмалинский,2020,8,43,/a/show/686700314
57000000,"
                    3",Медеуский,1984,3,75,/a/show/692757757
30810000,"
                    2",Алмалинский,2023,4,47.4,/a/show/687242658
17800000,"
                    1",Жетысуский,2011,2,38,/a/show/699075200
77000000,"
                    2",Бостандыкский,2021,11,76,/a/show/694527798
105000000,"
                    2",Алматы,2021,16,55,/a/show/699030734
от59699400,"
                    2",Алмалинский,2022,62.62,2.7,/a/show/687659647
130000000,"
                    4",Медеуский,2007,7,150,/a/show/691357089
14200000,"
                    1",Ауэзовский,1973,1,24,/a/show/698480103
243000000,"
                    4",Медеуский,2019,1,270,/a/show/699108292
28000000,"
                    2",Алмалинский,1974,1,44,/a/show/698621809
300000000,"
                    6",Медеуский,2001,3,253.6,/a/show/698830733
62000000,"
                    3",Бостандыкский,1971,5,90,/a/show/698459280
46000000,"
                    2",Медеуский,52 м²,свежий,раздельный,/a/show/697918562
19500000,"
                    1",Наурызбайский,2020,3,31,/a/show/698905891
169000000,"
                    5",Медеуский,2015,9,210,/a/show/687561746
46500000,"
                    2",Ауэзовский,2016,7,70,/a/show/698233631
24500000,"
                    3",Турксибский,1979,1,55,/a/show/698883643
42000000,"
                    2",Бостандыкский,2024,4,56,/a/show/699023835
37000000,"
                    3",Алатауский,2016,1,75.5,/a/show/696713067
27900000,"
                    2",Наурызбайский,2018,1,37.5,/a/show/698586161
55000000,"
                    2",Ауэзовский,2018,6,60,/a/show/698529048
31000000,"
                    1",Алмалинский,1989,5,40,/a/show/698940080
31400000,"
                    1",Ауэзовский,1989,1,40,/a/show/691132820
58000000,"
                    2",Бостандыкский,2018,9,55.5,/a/show/698649814
45000000,"
                    2",Алмалинский,1978,7,65.4,/a/show/693986259
55000000,"
                    2",Бостандыкский,2018,1,42,/a/show/697905556
41000000,"
                    3",Ауэзовский,1990,5,67,/a/show/688114914
26000000,"
                    1",Турксибский,2016,5,43.7,/a/show/693979404
72500000,"
                    2",Бостандыкский,2022,5,55,/a/show/698814799
41000000,"
                    3",Ауэзовский,1990,5,68,/a/show/698150927
23500000,"
                    2",Алатауский,2020,1,45,/a/show/699168551
28500000,"
                    2",Ауэзовский,2017,9,45,/a/show/699168264
17300000,"
                    2",Алматы,2022,2,38,/a/show/698291338
24000000,"
                    2",Алатауский,2020,3,45,/a/show/699166999
35990000,"
                    3",Алмалинский,1984,5,60,/a/show/698621465
10000000,"
                    1",Турксибский,2007,1,26,/a/show/698752397
55000000,"
                    2",Ауэзовский,2012,13,77,/a/show/697131765
205000000,"
                    3",Медеуский,2017,5,134,/a/show/698701574
40000000,"
                    2",Наурызбайский,2013,7,68,/a/show/697839650
29500000,"
                    2",Алатауский,2018,8,43.3,/a/show/692248204
77000000,"
                    4",Бостандыкский,1975,5,110,/a/show/687735199
38000000,"
                    4",Жетысуский,1983,3,94.5,/a/show/688668016
21500000,"
                    1",Алатауский,2024,1,46,/a/show/694025979
45900000,"
                    3",Ауэзовский,1986,9,72,/a/show/698741244
44800000,"
                    3",Алмалинский,1978,4,68,/a/show/698446734
81000000,"
                    3",Ауэзовский,2011,2,109,/a/show/690944558
37000000,"
                    1",Медеуский,1973,1,36.8,/a/show/698532474
35000000,"
                    2",Алатауский,2019,1,60,/a/show/698597308
102900000,"
                    3",Бостандыкский,2011,11,140,/a/show/694260864
145000000,"
                    3",Бостандыкский,2023,11,116.7,/a/show/699090942
55000000,"
                    4",Ауэзовский,1992,5,84,/a/show/675053788
65000000,"
                    2",Медеуский,1985,1,70,/a/show/690101987
37500000,"
                    2",Ауэзовский,"60 м², Площадь кухни — 13 м²",свежий,раздельный,/a/show/681395893
40000000,"
                    2",Ауэзовский,1982,5,59.4,/a/show/694759282
62000000,"
                    3",Алмалинский,2015,4,89.9,/a/show/699024392
73500000,"
                    2",Алмалинский,2019,7,69,/a/show/698187438
34000000,"
                    2",Турксибский,2022,4,60,/a/show/698880135
65000000,"
                    3",Алмалинский,1978,3,67.1,/a/show/696698906
43000000,"
                    3",Жетысуский,2005,7,76,/a/show/695600635
34000000,"
                    2",Медеуский,2007,8,58,/a/show/697420325
37000000,"
                    2",Алатауский,2018,8,54.5,/a/show/698599834
95000000,"
                    3",Бостандыкский,2014,19,123,/a/show/695561347
42000000,"
                    3",Алмалинский,1970,3,59,/a/show/698516304
33000000,"
                    3",Турксибский,1976,1,66,/a/show/682408833
82000000,"
                    2",Бостандыкский,2019,6,80,/a/show/697824437
20700000,"
                    1",Наурызбайский,2020,4,32,/a/show/694655702
70000000,"
                    3",Алмалинский,2023,10,101,/a/show/697672893
58000000,"
                    3",Медеуский,1988,1,70,/a/show/698435261
45000000,"
                    3",Бостандыкский,1979,1,70,/a/show/699144117
34500000,"
                    2",Алмалинский,2019,13,48.5,/a/show/698490802
18900000,"
                    2",Бостандыкский,1986,3,37,/a/show/698919345
36500000,"
                    2",Наурызбайский,2022,1,61,/a/show/699188316
от32872000,"
                    1",Наурызбайский,2023,58.7,совмещенный,/a/show/682828216
32000000,"
                    2",Бостандыкский,1967,1,37.5,/a/show/699008972
43000000,"
                    1",Бостандыкский,2007,4,43.5,/a/show/696297820
